PassengerId,Survived,Pclass,Sex,Age,AgeGroup,Deck,Number,Side,Embarked
444,1,3,0,-1.0,-1,-1,-1,-1,3
445,1,1,0,4.0,0,0,34,2,3
446,1,2,1,13.0,0,-1,-1,-1,3
447,1,1,0,34.0,2,-1,-1,-1,3
448,1,3,1,5.0,0,-1,-1,-1,1
449,1,1,0,52.0,3,2,104,2,3
450,0,2,0,36.0,3,-1,-1,-1,3
451,0,3,0,-1.0,-1,-1,-1,-1,3
452,0,1,0,30.0,2,2,111,1,1
453,1,1,0,49.0,3,2,92,2,1
454,0,3,0,-1.0,-1,-1,-1,-1,3
455,1,3,0,29.0,2,-1,-1,-1,1
456,0,1,0,65.0,4,4,38,2,3
457,1,1,1,-1.0,-1,3,21,1,3
458,1,2,1,50.0,3,-1,-1,-1,3
459,0,3,0,-1.0,-1,-1,-1,-1,2
460,1,1,0,48.0,3,4,12,2,3
461,0,3,0,34.0,2,-1,-1,-1,3
462,0,1,0,47.0,3,4,63,1,3
463,0,2,0,48.0,3,-1,-1,-1,3
464,0,3,0,-1.0,-1,-1,-1,-1,3
465,0,3,0,38.0,3,-1,-1,-1,3
466,0,2,0,-1.0,-1,-1,-1,-1,3
467,0,1,0,56.0,3,-1,-1,-1,3
468,0,3,0,-1.0,-1,-1,-1,-1,2
469,1,3,1,0.75,0,-1,-1,-1,1
470,0,3,0,-1.0,-1,-1,-1,-1,3
471,0,3,0,38.0,3,-1,-1,-1,3
472,1,2,1,33.0,2,-1,-1,-1,3
473,1,2,1,23.0,1,3,-1,-1,1
474,0,3,1,22.0,1,-1,-1,-1,3
475,0,1,0,-1.0,-1,0,14,2,3
476,0,2,0,34.0,2,-1,-1,-1,3
477,0,3,0,29.0,2,-1,-1,-1,3
478,0,3,0,22.0,1,-1,-1,-1,3
479,1,3,1,2.0,0,-1,-1,-1,3
480,0,3,0,9.0,0,-1,-1,-1,3
481,0,2,0,-1.0,-1,-1,-1,-1,3
482,0,3,0,50.0,3,-1,-1,-1,3
483,1,3,1,63.0,4,-1,-1,-1,3
484,1,1,0,25.0,2,1,49,1,1
485,0,3,1,-1.0,-1,-1,-1,-1,3
486,1,1,1,35.0,3,2,93,1,3
487,0,1,0,58.0,3,1,37,1,1
488,0,3,0,30.0,2,-1,-1,-1,3
489,1,3,0,9.0,0,-1,-1,-1,3
490,0,3,0,-1.0,-1,-1,-1,-1,3
491,0,3,0,21.0,1,-1,-1,-1,3
492,0,1,0,55.0,3,2,30,2,3
493,0,1,0,71.0,4,-1,-1,-1,1
494,0,3,0,21.0,1,-1,-1,-1,3
495,0,3,0,-1.0,-1,-1,-1,-1,1
496,1,1,1,54.0,3,3,20,2,1
497,0,3,0,-1.0,-1,-1,-1,-1,3
498,0,1,1,25.0,2,"[2, 2]","[22, 26]","[2, 2]",3
499,0,3,0,24.0,1,-1,-1,-1,3
500,0,3,0,17.0,1,-1,-1,-1,3
501,0,3,1,21.0,1,-1,-1,-1,2
502,0,3,1,-1.0,-1,-1,-1,-1,2
503,0,3,1,37.0,3,-1,-1,-1,3
504,1,1,1,16.0,1,1,79,1,3
505,0,1,0,18.0,1,2,65,1,1
506,1,2,1,33.0,2,-1,-1,-1,3
507,1,1,0,-1.0,-1,-1,-1,-1,3
508,0,3,0,28.0,2,-1,-1,-1,3
509,1,3,0,26.0,2,-1,-1,-1,3
510,1,3,0,29.0,2,-1,-1,-1,2
511,0,3,0,-1.0,-1,-1,-1,-1,3
512,1,1,0,36.0,3,4,25,1,3
513,1,1,1,54.0,3,-1,-1,-1,1
514,0,3,0,24.0,1,-1,-1,-1,3
515,0,1,0,47.0,3,3,46,2,3
516,1,2,1,34.0,2,5,33,1,3
517,0,3,0,-1.0,-1,-1,-1,-1,2
518,1,2,1,36.0,3,-1,-1,-1,3
519,0,3,0,32.0,2,-1,-1,-1,3
520,1,1,1,30.0,2,1,73,1,3
521,0,3,0,22.0,1,-1,-1,-1,3
522,0,3,0,-1.0,-1,-1,-1,-1,1
523,1,1,1,44.0,3,1,18,2,1
524,0,3,0,-1.0,-1,-1,-1,-1,1
525,0,3,0,40.5,3,-1,-1,-1,2
526,1,2,1,50.0,3,-1,-1,-1,3
527,0,1,0,-1.0,-1,2,95,1,3
528,0,3,0,39.0,3,-1,-1,-1,3
529,0,2,0,23.0,1,-1,-1,-1,3
530,1,2,1,2.0,0,-1,-1,-1,3
531,0,3,0,-1.0,-1,-1,-1,-1,1
532,0,3,0,17.0,1,-1,-1,-1,1
533,1,3,1,-1.0,-1,-1,-1,-1,1
534,0,3,1,30.0,2,-1,-1,-1,3
535,1,2,1,7.0,0,-1,-1,-1,3
536,0,1,0,45.0,3,1,38,2,3
537,1,1,1,30.0,2,-1,-1,-1,1
538,0,3,0,-1.0,-1,-1,-1,-1,3
539,1,1,1,22.0,1,1,39,1,1
540,1,1,1,36.0,3,1,22,2,3
541,0,3,1,9.0,0,-1,-1,-1,3
542,0,3,1,11.0,0,-1,-1,-1,3
543,1,2,0,32.0,2,-1,-1,-1,3
544,0,1,0,50.0,3,2,86,2,1
545,0,1,0,64.0,4,-1,-1,-1,3
546,1,2,1,19.0,1,-1,-1,-1,3
547,1,2,0,-1.0,-1,-1,-1,-1,1
548,0,3,0,33.0,2,-1,-1,-1,3
549,1,2,0,8.0,0,-1,-1,-1,3
550,1,1,0,17.0,1,2,70,2,1
551,0,2,0,27.0,2,-1,-1,-1,3
552,0,3,0,-1.0,-1,-1,-1,-1,2
553,1,3,0,22.0,1,-1,-1,-1,1
554,1,3,1,22.0,1,-1,-1,-1,3
555,0,1,0,62.0,4,-1,-1,-1,3
556,1,1,1,48.0,3,0,16,2,1
557,0,1,0,-1.0,-1,-1,-1,-1,1
558,1,1,1,39.0,3,4,67,1,3
559,1,3,1,36.0,3,-1,-1,-1,3
560,0,3,0,-1.0,-1,-1,-1,-1,2
561,0,3,0,40.0,3,-1,-1,-1,3
562,0,2,0,28.0,2,-1,-1,-1,3
563,0,3,0,-1.0,-1,-1,-1,-1,3
564,0,3,1,-1.0,-1,-1,-1,-1,3
565,0,3,0,24.0,1,-1,-1,-1,3
566,0,3,0,19.0,1,-1,-1,-1,3
567,0,3,1,29.0,2,-1,-1,-1,3
568,0,3,0,-1.0,-1,-1,-1,-1,1
569,1,3,0,32.0,2,-1,-1,-1,3
570,1,2,0,62.0,4,-1,-1,-1,3
571,1,1,1,53.0,3,2,101,1,3
572,1,1,0,36.0,3,4,25,1,3
573,1,3,1,-1.0,-1,-1,-1,-1,2
574,0,3,0,16.0,1,-1,-1,-1,3
575,0,3,0,19.0,1,-1,-1,-1,3
576,1,2,1,34.0,2,-1,-1,-1,3
577,1,1,1,39.0,3,4,44,2,3
578,0,3,1,-1.0,-1,-1,-1,-1,1
579,1,3,0,32.0,2,-1,-1,-1,3
580,1,2,1,25.0,2,-1,-1,-1,3
581,1,1,1,39.0,3,2,68,2,1
582,0,2,0,54.0,3,-1,-1,-1,3
583,0,1,0,36.0,3,0,10,2,1
584,0,3,0,-1.0,-1,-1,-1,-1,1
585,1,1,1,18.0,1,4,68,2,3
586,0,2,0,47.0,3,-1,-1,-1,3
587,1,1,0,60.0,4,1,41,1,1
588,0,3,0,22.0,1,-1,-1,-1,3
589,0,3,0,-1.0,-1,-1,-1,-1,3
590,0,3,0,35.0,3,-1,-1,-1,3
591,1,1,1,52.0,3,3,20,2,1
592,0,3,0,47.0,3,-1,-1,-1,3
593,0,3,1,-1.0,-1,-1,-1,-1,2
594,0,2,0,37.0,3,-1,-1,-1,3
595,0,3,0,36.0,3,-1,-1,-1,3
596,1,2,1,-1.0,-1,-1,-1,-1,3
597,0,3,0,49.0,3,-1,-1,-1,3
598,0,3,0,-1.0,-1,-1,-1,-1,1
599,1,1,0,49.0,3,0,20,2,1
600,1,2,1,24.0,1,-1,-1,-1,3
601,0,3,0,-1.0,-1,-1,-1,-1,3
602,0,1,0,-1.0,-1,-1,-1,-1,3
603,0,3,0,44.0,3,-1,-1,-1,3
604,1,1,0,35.0,3,-1,-1,-1,1
605,0,3,0,36.0,3,-1,-1,-1,3
606,0,3,0,30.0,2,-1,-1,-1,3
607,1,1,0,27.0,2,-1,-1,-1,3
608,1,2,1,22.0,1,-1,-1,-1,1
609,1,1,1,40.0,3,2,125,1,3
610,0,3,1,39.0,3,-1,-1,-1,3
611,0,3,0,-1.0,-1,-1,-1,-1,3
612,1,3,1,-1.0,-1,-1,-1,-1,2
613,0,3,0,-1.0,-1,-1,-1,-1,2
614,0,3,0,35.0,3,-1,-1,-1,3
615,1,2,1,24.0,1,-1,-1,-1,3
616,0,3,0,34.0,2,-1,-1,-1,3
617,0,3,1,26.0,2,-1,-1,-1,3
618,1,2,1,4.0,0,5,4,2,3
619,0,2,0,26.0,2,-1,-1,-1,3
620,0,3,0,27.0,2,-1,-1,-1,1
621,1,1,0,42.0,3,3,19,1,3
622,1,3,0,20.0,1,-1,-1,-1,1
623,0,3,0,21.0,1,-1,-1,-1,3
624,0,3,0,21.0,1,-1,-1,-1,3
625,0,1,0,61.0,4,3,50,2,3
626,0,2,0,57.0,3,-1,-1,-1,2
627,1,1,1,21.0,1,3,9,1,3
628,0,3,0,26.0,2,-1,-1,-1,3
629,0,3,0,-1.0,-1,-1,-1,-1,2
630,1,1,0,80.0,4,0,23,1,3
631,0,3,0,51.0,3,-1,-1,-1,3
632,1,1,0,32.0,2,1,50,2,1
633,0,1,0,-1.0,-1,-1,-1,-1,3
634,0,3,1,9.0,0,-1,-1,-1,3
635,1,2,1,28.0,2,-1,-1,-1,3
636,0,3,0,32.0,2,-1,-1,-1,3
637,0,2,0,31.0,2,-1,-1,-1,3
638,0,3,1,41.0,3,-1,-1,-1,3
639,0,3,0,-1.0,-1,-1,-1,-1,3
640,0,3,0,20.0,1,-1,-1,-1,3
641,1,1,1,24.0,1,1,35,1,1
642,0,3,1,2.0,0,-1,-1,-1,3
643,1,3,0,-1.0,-1,-1,-1,-1,3
644,1,3,1,0.75,0,-1,-1,-1,1
645,1,1,0,48.0,3,3,33,1,1
646,0,3,0,19.0,1,-1,-1,-1,3
647,1,1,0,56.0,3,0,26,2,1
648,0,3,0,-1.0,-1,-1,-1,-1,3
649,1,3,1,23.0,1,-1,-1,-1,3
650,0,3,0,-1.0,-1,-1,-1,-1,3
651,1,2,1,18.0,1,-1,-1,-1,3
652,0,3,0,21.0,1,-1,-1,-1,3
653,1,3,1,-1.0,-1,-1,-1,-1,2
654,0,3,1,18.0,1,-1,-1,-1,2
655,0,2,0,24.0,1,-1,-1,-1,3
656,0,3,0,-1.0,-1,-1,-1,-1,3
657,0,3,1,32.0,2,-1,-1,-1,2
658,0,2,0,23.0,1,-1,-1,-1,3
659,0,1,0,58.0,3,3,48,2,1
660,1,1,0,50.0,3,-1,-1,-1,3
661,0,3,0,40.0,3,-1,-1,-1,1
662,0,1,0,47.0,3,4,58,2,3
663,0,3,0,36.0,3,-1,-1,-1,3
664,1,3,0,20.0,1,-1,-1,-1,3
665,0,2,0,32.0,2,-1,-1,-1,3
666,0,2,0,25.0,2,-1,-1,-1,3
667,0,3,0,-1.0,-1,-1,-1,-1,3
668,0,3,0,43.0,3,-1,-1,-1,3
669,1,1,1,-1.0,-1,2,126,2,3
670,1,2,1,40.0,3,-1,-1,-1,3
671,0,1,0,31.0,2,1,71,1,3
672,0,2,0,70.0,4,-1,-1,-1,3
673,1,2,0,31.0,2,-1,-1,-1,3
674,0,2,0,-1.0,-1,-1,-1,-1,3
675,0,3,0,18.0,1,-1,-1,-1,3
676,0,3,0,24.5,1,-1,-1,-1,3
677,1,3,1,18.0,1,-1,-1,-1,3
678,0,3,1,43.0,3,-1,-1,-1,3
679,1,1,0,36.0,3,"[1, 1, 1]","[51, 53, 55]","[1, 1, 1]",1
680,0,3,1,-1.0,-1,-1,-1,-1,2
681,1,1,0,27.0,2,3,49,1,1
682,0,3,0,20.0,1,-1,-1,-1,3
683,0,3,0,14.0,1,-1,-1,-1,3
684,0,2,0,60.0,4,-1,-1,-1,3
685,0,2,0,25.0,2,-1,-1,-1,1
686,0,3,0,14.0,1,-1,-1,-1,3
687,0,3,0,19.0,1,-1,-1,-1,3
688,0,3,0,18.0,1,-1,-1,-1,3
689,1,1,1,15.0,1,1,5,1,3
690,1,1,0,31.0,2,1,20,2,3
691,1,3,1,4.0,0,-1,-1,-1,1
692,1,3,0,-1.0,-1,-1,-1,-1,3
693,0,3,0,25.0,2,-1,-1,-1,1
694,0,1,0,60.0,4,-1,-1,-1,3
695,0,2,0,52.0,3,-1,-1,-1,3
696,0,3,0,44.0,3,-1,-1,-1,3
697,1,3,1,-1.0,-1,-1,-1,-1,2
698,0,1,0,49.0,3,2,68,2,1
699,0,3,0,42.0,3,"[5, 6]","[-1, 63]",[1],3
700,1,1,1,18.0,1,"[2, 2]","[62, 64]","[2, 2]",1
701,1,1,0,35.0,3,4,24,2,3
702,0,3,1,18.0,1,-1,-1,-1,1
703,0,3,0,25.0,2,-1,-1,-1,2
704,0,3,0,26.0,2,-1,-1,-1,3
705,0,2,0,39.0,3,-1,-1,-1,3
706,1,2,1,45.0,3,-1,-1,-1,3
707,1,1,0,42.0,3,4,24,2,3
708,1,1,1,22.0,1,-1,-1,-1,3
709,1,3,0,-1.0,-1,-1,-1,-1,1
710,1,1,1,24.0,1,2,90,2,1
711,0,1,0,-1.0,-1,2,124,2,3
712,1,1,0,48.0,3,2,126,2,3
713,0,3,0,29.0,2,-1,-1,-1,3
714,0,2,0,52.0,3,-1,-1,-1,3
715,0,3,0,19.0,1,"[5, 6]","[-1, 73]",[1],3
716,1,1,1,38.0,3,2,45,1,1
717,1,2,1,27.0,2,4,101,1,3
718,0,3,0,-1.0,-1,-1,-1,-1,2
719,0,3,0,33.0,2,-1,-1,-1,3
720,1,2,1,6.0,0,-1,-1,-1,3
721,0,3,0,17.0,1,-1,-1,-1,3
722,0,2,0,34.0,2,-1,-1,-1,3
723,0,2,0,50.0,3,-1,-1,-1,3
724,1,1,0,27.0,2,4,8,2,3
725,0,3,0,20.0,1,-1,-1,-1,3
726,1,2,1,30.0,2,-1,-1,-1,3
727,1,3,1,-1.0,-1,-1,-1,-1,2
728,0,2,0,25.0,2,-1,-1,-1,3
729,0,3,1,25.0,2,-1,-1,-1,3
730,1,1,1,29.0,2,1,5,1,3
731,0,3,0,11.0,0,-1,-1,-1,1
732,0,2,0,-1.0,-1,-1,-1,-1,3
733,0,2,0,23.0,1,-1,-1,-1,3
734,0,2,0,23.0,1,-1,-1,-1,3
735,0,3,0,28.5,2,-1,-1,-1,3
736,0,3,1,48.0,3,-1,-1,-1,3
737,1,1,0,35.0,3,1,101,1,1
738,0,3,0,-1.0,-1,-1,-1,-1,3
739,0,3,0,-1.0,-1,-1,-1,-1,3
740,1,1,0,-1.0,-1,3,45,1,3
741,0,1,0,36.0,3,2,46,2,3
742,1,1,1,21.0,1,"[1, 1, 1, 1]","[57, 59, 63, 66]","[1, 1, 1, 2]",1
743,0,3,0,24.0,1,-1,-1,-1,3
744,1,3,0,31.0,2,-1,-1,-1,3
745,0,1,0,70.0,4,1,22,2,3
746,0,3,0,16.0,1,-1,-1,-1,3
747,1,2,1,30.0,2,-1,-1,-1,3
748,0,1,0,19.0,1,3,30,2,3
749,0,3,0,31.0,2,-1,-1,-1,2
750,1,2,1,4.0,0,-1,-1,-1,3
751,1,3,0,6.0,0,4,121,1,3
752,0,3,0,33.0,2,-1,-1,-1,3
753,0,3,0,23.0,1,-1,-1,-1,3
754,1,2,1,48.0,3,-1,-1,-1,3
755,1,2,0,0.67,0,-1,-1,-1,3
756,0,3,0,28.0,2,-1,-1,-1,3
757,0,2,0,18.0,1,-1,-1,-1,3
758,0,3,0,34.0,2,-1,-1,-1,3
759,1,1,1,33.0,2,1,77,1,3
760,0,3,0,-1.0,-1,-1,-1,-1,3
761,0,3,0,41.0,3,-1,-1,-1,3
762,1,3,0,20.0,1,-1,-1,-1,1
763,1,1,1,36.0,3,"[1, 1]","[96, 98]","[2, 2]",3
764,0,3,0,16.0,1,-1,-1,-1,3
765,1,1,1,51.0,3,3,11,1,3
766,0,1,0,-1.0,-1,-1,-1,-1,1
767,0,3,1,30.5,2,-1,-1,-1,2
768,0,3,0,-1.0,-1,-1,-1,-1,2
769,0,3,0,32.0,2,-1,-1,-1,3
770,0,3,0,24.0,1,-1,-1,-1,3
771,0,3,0,48.0,3,-1,-1,-1,3
772,0,2,1,57.0,3,4,77,1,3
773,0,3,0,-1.0,-1,-1,-1,-1,1
774,1,2,1,54.0,3,-1,-1,-1,3
775,0,3,0,18.0,1,-1,-1,-1,3
776,0,3,0,-1.0,-1,5,38,2,2
777,1,3,1,5.0,0,-1,-1,-1,3
778,0,3,0,-1.0,-1,-1,-1,-1,2
779,1,1,1,43.0,3,1,3,1,3
780,1,3,1,13.0,0,-1,-1,-1,1
781,1,1,1,17.0,1,1,20,2,3
782,0,1,0,29.0,2,3,6,2,3
783,0,3,0,-1.0,-1,-1,-1,-1,3
784,0,3,0,25.0,2,-1,-1,-1,3
785,0,3,0,25.0,2,-1,-1,-1,3
786,1,3,1,18.0,1,-1,-1,-1,3
787,0,3,0,8.0,0,-1,-1,-1,2
788,1,3,0,1.0,0,-1,-1,-1,3
789,0,1,0,46.0,3,"[1, 1]","[82, 84]","[2, 2]",1
790,0,3,0,-1.0,-1,-1,-1,-1,2
791,0,2,0,16.0,1,-1,-1,-1,3
792,0,3,1,-1.0,-1,-1,-1,-1,3
793,0,1,0,-1.0,-1,-1,-1,-1,1
794,0,3,0,25.0,2,-1,-1,-1,3
795,0,2,0,39.0,3,-1,-1,-1,3
796,1,1,1,49.0,3,3,17,1,3
797,1,3,1,31.0,2,-1,-1,-1,3
798,0,3,0,30.0,2,-1,-1,-1,1
799,0,3,1,30.0,2,-1,-1,-1,3
800,0,2,0,34.0,2,-1,-1,-1,3
801,1,2,1,31.0,2,-1,-1,-1,3
802,1,1,0,11.0,0,"[1, 1]","[96, 98]","[2, 2]",3
803,1,3,0,0.42,0,-1,-1,-1,1
804,1,3,0,27.0,2,-1,-1,-1,3
805,0,3,0,31.0,2,-1,-1,-1,3
806,0,1,0,39.0,3,0,36,2,3
807,0,3,1,18.0,1,-1,-1,-1,3
808,0,2,0,39.0,3,-1,-1,-1,3
809,1,1,1,33.0,2,4,8,2,3
810,0,3,0,26.0,2,-1,-1,-1,3
811,0,3,0,39.0,3,-1,-1,-1,3
812,0,2,0,35.0,3,-1,-1,-1,3
813,0,3,1,6.0,0,-1,-1,-1,3
814,0,3,0,30.5,2,-1,-1,-1,3
815,0,1,0,-1.0,-1,1,102,2,3
816,0,3,1,23.0,1,-1,-1,-1,3
817,0,2,0,31.0,2,-1,-1,-1,1
818,0,3,0,43.0,3,-1,-1,-1,3
819,0,3,0,10.0,0,-1,-1,-1,3
820,1,1,1,52.0,3,1,69,1,3
821,1,3,0,27.0,2,-1,-1,-1,3
822,0,1,0,38.0,3,-1,-1,-1,3
823,1,3,1,27.0,2,4,121,1,3
824,0,3,0,2.0,0,-1,-1,-1,3
825,0,3,0,-1.0,-1,-1,-1,-1,2
826,0,3,0,-1.0,-1,-1,-1,-1,3
827,1,2,0,1.0,0,-1,-1,-1,1
828,1,3,0,-1.0,-1,-1,-1,-1,2
829,1,1,1,62.0,4,1,28,2,-1
830,1,3,1,15.0,1,-1,-1,-1,1
831,1,2,0,0.83,0,-1,-1,-1,3
832,0,3,0,-1.0,-1,-1,-1,-1,1
833,0,3,0,23.0,1,-1,-1,-1,3
834,0,3,0,18.0,1,-1,-1,-1,3
835,1,1,1,39.0,3,4,49,1,1
836,0,3,0,21.0,1,-1,-1,-1,3
837,0,3,0,-1.0,-1,-1,-1,-1,3
838,1,3,0,32.0,2,-1,-1,-1,3
839,1,1,0,-1.0,-1,2,47,1,1
840,0,3,0,20.0,1,-1,-1,-1,3
841,0,2,0,16.0,1,-1,-1,-1,3
842,1,1,1,30.0,2,-1,-1,-1,1
843,0,3,0,34.5,2,-1,-1,-1,1
844,0,3,0,17.0,1,-1,-1,-1,3
845,0,3,0,42.0,3,-1,-1,-1,3
846,0,3,0,-1.0,-1,-1,-1,-1,3
847,0,3,0,35.0,3,-1,-1,-1,1
848,0,2,0,28.0,2,-1,-1,-1,3
849,1,1,1,-1.0,-1,2,92,2,1
850,0,3,0,4.0,0,-1,-1,-1,3
851,0,3,0,74.0,4,-1,-1,-1,3
852,0,3,1,9.0,0,-1,-1,-1,1
853,1,1,1,16.0,1,3,28,2,3
854,0,2,1,44.0,3,-1,-1,-1,3
855,1,3,1,18.0,1,-1,-1,-1,3
856,1,1,1,45.0,3,-1,-1,-1,3
857,1,1,0,51.0,3,4,17,1,3
858,1,3,1,24.0,1,-1,-1,-1,1
859,0,3,0,-1.0,-1,-1,-1,-1,1
860,0,3,0,41.0,3,-1,-1,-1,3
861,0,2,0,21.0,1,-1,-1,-1,3
862,1,1,1,48.0,3,3,17,1,3
863,0,3,1,-1.0,-1,-1,-1,-1,3
864,0,2,0,24.0,1,-1,-1,-1,3
865,1,2,1,42.0,3,-1,-1,-1,3
866,1,2,1,27.0,2,-1,-1,-1,1
867,0,1,0,31.0,2,0,24,2,3
868,0,3,0,-1.0,-1,-1,-1,-1,3
869,1,3,0,4.0,0,-1,-1,-1,3
870,0,3,0,26.0,2,-1,-1,-1,3
871,1,1,1,47.0,3,3,35,1,3
872,0,1,0,33.0,2,"[1, 1, 1]","[51, 53, 55]","[1, 1, 1]",3
873,0,3,0,47.0,3,-1,-1,-1,3
874,1,2,1,28.0,2,-1,-1,-1,1
875,1,3,1,15.0,1,-1,-1,-1,1
876,0,3,0,20.0,1,-1,-1,-1,3
877,0,3,0,19.0,1,-1,-1,-1,3
878,0,3,0,-1.0,-1,-1,-1,-1,3
879,1,1,1,56.0,3,2,50,2,1
880,1,2,1,25.0,2,-1,-1,-1,3
881,0,3,0,33.0,2,-1,-1,-1,3
882,0,3,1,22.0,1,-1,-1,-1,3
883,0,2,0,28.0,2,-1,-1,-1,3
884,0,3,0,25.0,2,-1,-1,-1,3
885,0,3,1,39.0,3,-1,-1,-1,2
886,0,2,0,27.0,2,-1,-1,-1,3
887,1,1,1,19.0,1,1,42,2,3
888,0,3,1,-1.0,-1,-1,-1,-1,3
889,1,1,0,26.0,2,2,148,2,1
890,0,3,0,32.0,2,-1,-1,-1,2
